category	subcategory	title
Category:Branches of biology	Category:Branches of botany	Woody plant
Category:Branches of biology	Category:Branches of botany	Xerochasy
Category:Branches of biology	Category:Branches of botany	Orchidology
Category:Branches of biology	Category:Branches of botany	Orchid hunting
Category:Branches of biology	Category:Branches of botany	Paleobotany
Category:Branches of biology	Category:Branches of botany	2014 in paleobotany
Category:Branches of biology	Category:Branches of botany	2015 in paleobotany
Category:Branches of biology	Category:Branches of botany	2016 in paleobotany
Category:Branches of biology	Category:Branches of botany	2017 in paleobotany
Category:Branches of biology	Category:Branches of botany	2018 in paleobotany
Category:Branches of biology	Category:Branches of botany	2019 in paleobotany
Category:Branches of biology	Category:Branches of botany	2020 in paleobotany
Category:Branches of biology	Category:Branches of botany	Cryptospore
Category:Branches of biology	Category:Branches of botany	Fern spike
Category:Branches of biology	Category:Branches of botany	Form classification
Category:Branches of biology	Category:Branches of botany	Fossil flora of Kızılcahamam district
Category:Branches of biology	Category:Branches of botany	Fossil wood
Category:Branches of biology	Category:Branches of botany	Levantine corridor
Category:Branches of biology	Category:Branches of botany	Macroflora
Category:Branches of biology	Category:Branches of botany	Paleophycology
Category:Branches of biology	Category:Branches of botany	Paleophytic
Category:Branches of biology	Category:Branches of botany	Petrified Forest (California)
Category:Branches of biology	Category:Branches of botany	Petrified Forest (Sarmiento)
Category:Branches of biology	Category:Branches of botany	Petrified wood
Category:Branches of biology	Category:Branches of botany	Phytic era
Category:Branches of biology	Category:Branches of botany	Rhizolith
Category:Branches of biology	Category:Branches of botany	Phycological Society of America
Category:Branches of biology	Category:Branches of botany	Phycological Society of India
Category:Branches of biology	Category:Branches of botany	Phycologist
Category:Branches of biology	Category:Branches of botany	Morphological symptoms of plant diseases
Category:Branches of biology	Category:Branches of botany	Plant pathology
Category:Branches of biology	Category:Branches of botany	American Phytopathological Society
Category:Branches of biology	Category:Branches of botany	Antagonism (phytopathology)
Category:Branches of biology	Category:Branches of botany	Attract-kill pattern
Category:Branches of biology	Category:Branches of botany	Australasian Plant Pathology
Category:Branches of biology	Category:Branches of botany	Australasian Plant Pathology Society
Category:Branches of biology	Category:Branches of botany	Blue stain fungi
Category:Branches of biology	Category:Branches of botany	British Society for Plant Pathology
Category:Branches of biology	Category:Branches of botany	Disease management (agriculture)
Category:Branches of biology	Category:Branches of botany	Disease suppressive soils
Category:Branches of biology	Category:Branches of botany	Electrical penetration graph
Category:Branches of biology	Category:Branches of botany	Gene-for-gene interactions in rust fungi
Category:Branches of biology	Category:Branches of botany	Gene-for-gene relationship
Category:Branches of biology	Category:Branches of botany	Horizontal resistance
Category:Branches of biology	Category:Branches of botany	Integrated pest management
Category:Branches of biology	Category:Branches of botany	International Cocoa Quarantine Centre
Category:Branches of biology	Category:Branches of botany	Molecular Plant Pathology
Category:Branches of biology	Category:Branches of botany	Pathosystem
Category:Branches of biology	Category:Branches of botany	Photoassimilate
Category:Branches of biology	Category:Branches of botany	Phytopharmacology
Category:Branches of biology	Category:Branches of botany	Plant disease epidemiology
Category:Branches of biology	Category:Branches of botany	Plant disease forecasting
Category:Branches of biology	Category:Branches of botany	Plant Pathology (journal)
Category:Branches of biology	Category:Branches of botany	Plant-induced systemic resistance
Category:Branches of biology	Category:Branches of botany	Plant disease resistance
Category:Branches of biology	Category:Branches of botany	Sporodochia
Category:Branches of biology	Category:Branches of botany	Sporodochium
Category:Branches of biology	Category:Branches of botany	Systemic acquired resistance
Category:Branches of biology	Category:Branches of botany	Vertical resistance
Category:Branches of biology	Category:Branches of botany	Vertifolia effect
Category:Branches of biology	Category:Branches of botany	Planktology
Category:Branches of biology	Category:Branches of botany	Plankton
Category:Branches of biology	Category:Branches of botany	Aeroplankton
Category:Branches of biology	Category:Branches of botany	Algae scrubber
Category:Branches of biology	Category:Branches of botany	Artificial seawater
Category:Branches of biology	Category:Branches of botany	Australian Continuous Plankton Recorder Survey
Category:Branches of biology	Category:Branches of botany	Axodine
Category:Branches of biology	Category:Branches of botany	Bacterioplankton
Category:Branches of biology	Category:Branches of botany	Chaetognatha
Category:Branches of biology	Category:Branches of botany	Chemotroph
Category:Branches of biology	Category:Branches of botany	Coccolithophore
Category:Branches of biology	Category:Branches of botany	Continuous Plankton Recorder
Category:Branches of biology	Category:Branches of botany	Diel vertical migration
Category:Branches of biology	Category:Branches of botany	Dimethylsulfoniopropionate
Category:Branches of biology	Category:Branches of botany	Freshwater phytoplankton
Category:Branches of biology	Category:Branches of botany	Gelatinous zooplankton
Category:Branches of biology	Category:Branches of botany	Heterotrophic picoplankton
Category:Branches of biology	Category:Branches of botany	High-nutrient, low-chlorophyll regions
Category:Branches of biology	Category:Branches of botany	Holoplankton
Category:Branches of biology	Category:Branches of botany	Ichthyoplankton
Category:Branches of biology	Category:Branches of botany	Manta trawl
Category:Branches of biology	Category:Branches of botany	Marine microorganisms
Category:Branches of biology	Category:Branches of botany	Marine prokaryotes
Category:Branches of biology	Category:Branches of botany	Marine protists
Category:Branches of biology	Category:Branches of botany	Marine microbial symbiosis
Category:Branches of biology	Category:Branches of botany	Marine viruses
Category:Branches of biology	Category:Branches of botany	Meroplankton
Category:Branches of biology	Category:Branches of botany	Microalgae
Category:Branches of biology	Category:Branches of botany	MOCNESS
Category:Branches of biology	Category:Branches of botany	Mycoplankton
Category:Branches of biology	Category:Branches of botany	Nanophytoplankton
Category:Branches of biology	Category:Branches of botany	Paradox of the plankton
Category:Branches of biology	Category:Branches of botany	Parasagitta elegans
Category:Branches of biology	Category:Branches of botany	Pennales
Category:Branches of biology	Category:Branches of botany	Photosynthetic picoplankton
Category:Branches of biology	Category:Branches of botany	Phytoplankton
Category:Branches of biology	Category:Branches of botany	Picoeukaryote
Category:Branches of biology	Category:Branches of botany	Picoplankton
Category:Branches of biology	Category:Branches of botany	Plankton net
Category:Branches of biology	Category:Branches of botany	SCAR Southern Ocean Continuous Plankton Recorder Survey
Category:Branches of biology	Category:Branches of botany	Spring bloom
Category:Branches of biology	Category:Branches of botany	Thin layers (oceanography)
Category:Branches of biology	Category:Branches of botany	Tychoplankton
Category:Branches of biology	Category:Branches of botany	Video plankton recorder
Category:Branches of biology	Category:Branches of botany	Zooplankton
Category:Branches of biology	Category:Branches of botany	Plant taxonomy
Category:Branches of biology	Category:Branches of botany	Class (biology)
Category:Branches of biology	Category:Branches of botany	Order (biology)
Category:Branches of biology	Category:Branches of botany	Tribe (biology)
Category:Branches of biology	Category:Branches of botany	Genus
Category:Branches of biology	Category:Branches of botany	Subgenus
Category:Branches of biology	Category:Branches of botany	Section (botany)
