source	target
Phylogenetics	Phylogenesis
Phylogenetics	Phylogeny (psychoanalysis)
Plant cell	Epidermis (botany)
Positron emission tomography	PET-CT
Positron emission tomography	PET-CT
Proton decay	Cutoff (physics)
Pythagorean triple	Lattice (group)
Pythagorean triple	Nonhypotenuse number
Photosynthesis	Electrochemical gradient
Photosynthesis	ATP synthase
Photosynthesis	ATP synthase
Photosynthesis	Jan Baptist van Helmont
Photosynthesis	Temperature
Protein biosynthesis	RNA polymerase
Proteasome	X-ray crystallography
Proteasome	Inflammation
Proteasome	Lewy body
Proteasome	Inflammation
Proteasome	STAT3
Proteasome	The Proteolysis Map
Pauli exclusion principle	Wolfgang Pauli
Positron	Dirac sea
P53	ANKRD2
P53	STAT3
Primitive recursive function	Turing machine
Primitive recursive function	Turing machine
Primitive recursive function	Primitive recursive functional
Peptidoglycan	N-Acetylglucosamine
Peptidoglycan	N-Acetylmuramic acid
Peptidoglycan	N-Acetylglucosamine
Peptidoglycan	N-Acetylmuramic acid
Peptidoglycan	N-Acetylglucosamine
Peptidoglycan	N-Acetylmuramic acid
Pauli matrices	Wolfgang Pauli
Pauli matrices	Lie group
Pell's equation	Natural number
Promoter (genetics)	RNA polymerase
Promoter (genetics)	RNA polymerase
Promoter (genetics)	RNA polymerase I
Peano axioms	Begriffsschrift
Peano axioms	Henri Poincaré
Peano axioms	Turing machine
Peano axioms	Frege's theorem
Plankton	Phytoplankton
Plankton	Zooplankton
Quantization (physics)	Wigner–Weyl transform
Quantization (physics)	Loop quantum gravity
Quantization (physics)	First quantization
Quantum mechanics	Erwin Schrödinger
Quantum mechanics	Christiaan Huygens
Quantum mechanics	Erwin Schrödinger
Quantum mechanics	Wolfgang Pauli
Quantum mechanics	Erwin Schrödinger
Quantum mechanics	Erwin Schrödinger
Quantum mechanics	Hamiltonian mechanics
Quantum mechanics	Richard Feynman
Quantum mechanics	Bell's theorem
Quantum mechanics	Richard Feynman
Quantum chromodynamics	Richard Feynman
Quantum chromodynamics	Operator product expansion
Quantum chromodynamics	Vector boson
Quantum chromodynamics	BRST quantization
Quantum chromodynamics	Jet (particle physics)
Quantum field theory	Erwin Schrödinger
Quantum field theory	Wolfgang Pauli
Quantum field theory	Compton scattering
Quantum field theory	Dirac hole theory
Quantum field theory	Richard Feynman
Quantum field theory	Legendre transform
Quantum field theory	N = 4 supersymmetric Yang–Mills theory
Quantum field theory	BRST quantization
Quantum field theory	Spontaneous symmetry breaking
Quantum field theory	Wightman axioms
Quantum electrodynamics	Vacuum state
Quantum electrodynamics	Richard Feynman
Quantum electrodynamics	Wolfgang Pauli
Quantum electrodynamics	Perturbation theory (quantum mechanics)
Quantum electrodynamics	Richard Feynman
Quantum electrodynamics	Perturbation theory (quantum mechanics)
Quantum electrodynamics	Richard Feynman
Quantum electrodynamics	Compton scattering
Quantum electrodynamics	Compton scattering
Quantum electrodynamics	Propagator
Quantum electrodynamics	Perturbation theory (quantum mechanics)
Quantum electrodynamics	Compton scattering
Quantum electrodynamics	Perturbation theory (quantum mechanics)
Quantum electrodynamics	Compton scattering
Quantum electrodynamics	Path integral formulation
Quantum electrodynamics	Propagator
Quantum electrodynamics	Quantum gauge theory
Quantum electrodynamics	Self-energy
Quantum electrodynamics	Vacuum polarization
Quadratic reciprocity	Zolotarev's lemma
Quasispecies model	Error threshold (evolution)
Quantum gravity	Asymptotic safety in quantum gravity
Quantum gravity	Loop quantum gravity
Quantum gravity	Topological quantum field theory
Quantum gravity	Unruh effect
Quantum gravity	Normal mode
Quantum gravity	Roger Penrose
Quantum gravity	Asymptotic safety in quantum gravity
Quantum gravity	Causal fermion system
Quantum entanglement	Erwin Schrödinger
Quantum entanglement	Erwin Schrödinger
Quantum entanglement	Quantum foundations
Quantum entanglement	Entanglement distillation
Quantum entanglement	Bell's theorem
Quantum entanglement	NOON state
Quantum entanglement	Entanglement distillation
Quasicrystal	Bravais lattice
Quasicrystal	Roger Penrose
Quasicrystal	Reciprocal lattice
Quasicrystal	Fibonacci quasicrystal
Quasicrystal	Phason
Red tide	Thin layers (oceanography)
Richard Feynman	Wolfgang Pauli
Richard Feynman	Wolfgang Pauli
Richard Feynman	BCS theory
Richard Feynman	Josiah Willard Gibbs
René Descartes	Aristotle
René Descartes	Mathematical and theoretical biology
René Descartes	Aristotle
René Descartes	Charles Darwin
René Descartes	Luca Pacioli
Rice's theorem	Turing machine
Rice's theorem	Rice–Shapiro theorem
Richard Dawkins	W. D. Hamilton
Richard Dawkins	Charles Darwin
Richard Dawkins	Charles Darwin
Richard Dawkins	W. D. Hamilton
Rutherford scattering	Mott scattering
Roger Penrose	Penrose–Hawking singularity theorems
Roger Penrose	Quantum superposition
Roger Penrose	Einstein–Maxwell–Dirac equations
Roger Penrose	Turing machine
Roger Penrose	Quantum Aspects of Life
Radiation therapy	Linear particle accelerator
Sun	Heat transfer
Sun	Eratosthenes
Sun	Hermann von Helmholtz
Superconductivity	BCS theory
Superconductivity	Large Hadron Collider
Superconductivity	London equations
Superconductivity	BCS theory
Superconductivity	Ivar Giaever
Skeleton	Leonardo da Vinci
Skeleton	Endochondral ossification
Standard conditions for temperature and pressure	Temperature
Chemical synapse	Depolarization
Superparamagnetism	Curie temperature
Sphere	Ball (mathematics)
Sphere	Pseudosphere
Sphere	Sphere packing
Surface (topology)	Henri Poincaré
Surface (topology)	Henri Poincaré
Stephen Jay Gould	Niles Eldredge
Stephen Jay Gould	Cancer staging
Stephen Jay Gould	Niles Eldredge
Stephen Jay Gould	Charles Darwin
Stephen Jay Gould	Charles Darwin
Sociobiology	W. D. Hamilton
Sociobiology	Dual inheritance theory
Skin	DNA damage (naturally occurring)
Steiner system	Hamming distance
Steiner system	Kirkman's schoolgirl problem
Symmetry group	Lattice (group)
Symmetry group	Lie group
String theory	Physical cosmology
String theory	Perturbation theory (quantum mechanics)
String theory	Richard Feynman
String theory	Calabi–Yau manifold
String theory	Werner Nahm
String theory	Alan Guth
String theory	Integer
String theory	Virasoro algebra
String theory	N = 4 supersymmetric Yang–Mills theory
String theory	Roger Penrose
Symplectic manifold	Hamiltonian mechanics
Symplectic manifold	Section (fiber bundle)
Symplectic manifold	Darboux's theorem
Symplectic manifold	Poisson bracket
Super-Kamiokande	Sudbury Neutrino Observatory
Super-Kamiokande	Sudbury Neutrino Observatory
Statistical mechanics	Josiah Willard Gibbs
RNA splicing	Messenger RNA
RNA splicing	Messenger RNA
RNA splicing	DNA damage (naturally occurring)
RNA splicing	RNA editing
Spacetime	Michelson–Morley experiment
Spacetime	Event (relativity)
Spacetime	General relativity
Spacetime	General relativity
Spacetime	Michelson–Morley experiment
Spacetime	Michelson–Morley experiment
Spacetime	Henri Poincaré
Self-similarity	Scale invariance
Signal transduction	Receptor (biochemistry)
Symmetric group	Rencontres numbers
Symmetric group	Augustin-Louis Cauchy
Stokes' theorem	Henri Poincaré
Spinor	Pauli matrices
Spinor	Wolfgang Pauli
Spinor	Pauli matrices
Spinor	Pauli matrices
Spinor	Pauli matrices
Spinor	Clebsch–Gordan coefficients
Spinor	Pauli matrices
Slope	Division by zero
Structural biology	Biomolecule
Structural biology	Mass spectrometry
Σ-algebra	Sigma-ring
Theory of relativity	Physical cosmology
Theory of relativity	Henri Poincaré
Theory of relativity	Michelson–Morley experiment
Theory of relativity	Michelson–Morley experiment
Theory of relativity	Michelson–Morley experiment
Thomas Henry Huxley	Charles Darwin
Thomas Henry Huxley	Alfred Russel Wallace
Thomas Henry Huxley	Charles Darwin
Thomas Henry Huxley	Marshall Hall (physiologist)
Thomas Henry Huxley	Charles Darwin
Thomas Henry Huxley	George Rolleston
Thomas Henry Huxley	Charles Darwin
Thomas Henry Huxley	George Rolleston
Thomas Henry Huxley	Charles Darwin
Thomas Henry Huxley	Hermann von Helmholtz
Thomas Henry Huxley	Charles Darwin
Thomas Henry Huxley	Alfred Russel Wallace
Turing machine	Arithmetical hierarchy
Turing machine	Conway's Game of Life
Turing machine	Stephen Wolfram
Turing machine	Roger Penrose
Total internal reflection	Augustin-Jean Fresnel
Total internal reflection	Augustin-Jean Fresnel
Total internal reflection	Augustin-Jean Fresnel
Total internal reflection	Christiaan Huygens
Total internal reflection	Treatise on Light
Total internal reflection	Augustin-Louis Cauchy
Theory of everything	Einstein–Maxwell–Dirac equations
Theory of everything	Frank Close
Theory of everything	Mathematical universe hypothesis
Theory of everything	Frank Close
Taylor series	Aristotle
Teleological argument	Aristotle
Teleological argument	Charles Darwin
Teleological argument	Charles Darwin
Teleological argument	Robert Foley (academic)
Theoretical ecology	Colonisation (biology)
Theoretical ecology	Alfred Russel Wallace
Theoretical ecology	Charles Darwin
Theoretical ecology	Butterfly effect
Theoretical ecology	Integrodifference equation
Travelling salesman problem	Seven Bridges of Königsberg
Tachyon	BCS theory
Osmotic pressure	Gibbs–Donnan effect
Thomas Robert Malthus	Charles Darwin
Thomas Robert Malthus	Alfred Russel Wallace
Transcription factor	RNA polymerase
Transcription factor	RNA polymerase
Transcription factor	STAT protein
Transcription factor	RNA polymerase
Transcription factor	STAT protein
Transcription factor	STAT protein
Transcription factor	STAT protein
Transcription factor	STAT protein
Tangent	Augustin-Louis Cauchy
Universe	Three-dimensional space
Universe	Physical cosmology
Universe	Elementary particle
Universe	Scalar field theory
Universe	Electromagnetism
Universe	Static forces and virtual-particle exchange
Universe	General relativity
Universe	Physical cosmology
Universe	Penrose–Hawking singularity theorems
Universe	Aristotle
Universe	Christiaan Huygens
Uncertainty principle	Inequality (mathematics)
Uncertainty principle	Moyal product
Uncertainty principle	Resonance (particle physics)
Uncertainty principle	Pauli matrices
Uncertainty principle	Pauli matrices
Uncertainty principle	Wolfgang Pauli
Uncertainty principle	Richard Feynman
Uncertainty principle	Canonical commutation relation
Uncertainty principle	Introduction to quantum mechanics
Uncertainty principle	Quantum indeterminacy
Ultrafilter	Stone's representation theorem for Boolean algebras
Uniform continuity	Tietze extension theorem
Vladimir Arnold	Christiaan Huygens
Vladimir Arnold	Henri Poincaré
Vladimir Arnold	Henri Poincaré
Vladimir Arnold	René Thom
Vladimir Arnold	Valentin Afraimovich
Vladimir Arnold	Geometric mechanics
Andreas Vesalius	Charles Estienne
Andreas Vesalius	Charles Estienne
Andreas Vesalius	Brain Renaissance
Euclidean vector	Josiah Willard Gibbs
Euclidean vector	Norm (mathematics)
Euclidean vector	Null vector
Vesicle (biology and chemistry)	Protocell
Vesicle (biology and chemistry)	Spitzenkörper
Virial theorem	Henri Poincaré
Virial theorem	Newton's laws of motion
Virial theorem	Pokhozhaev's identity
Virial theorem	Henri Poincaré
Virial theorem	Pokhozhaev's identity
Venom	Toxicofera
Well-ordering theorem	Banach–Tarski paradox
Weakly interacting massive particles	Large Hadron Collider
Willi Hennig	Willi Hennig Society
Wolfgang Pauli	Matrix mechanics
Wolfgang Pauli	Pauli matrices
Wolfgang Pauli	Frank Close
X-ray crystallography	Bravais lattice
X-ray crystallography	Compton scattering
X-ray crystallography	Synchrotron radiation
X-ray crystallography	Anomalous X-ray scattering
X-ray crystallography	Multi-wavelength anomalous dispersion
X-ray crystallography	ATP synthase
X-ray crystallography	G protein-coupled receptor
X-ray crystallography	Multipole density formalism
0	Division by zero
0	Division by zero
0	John D. Barrow
Combinatorial chemistry	Chirality (chemistry)
Combinatorial chemistry	Mathematical chemistry
Dirac delta function	Hermann von Helmholtz
Dirac delta function	The Principles of Quantum Mechanics
Dirac delta function	Lazare Carnot
Dirac delta function	Poisson summation formula
Conway's Game of Life	John Horton Conway
Conway's Game of Life	Turing machine
Conway's Game of Life	Turing machine
Conway's Game of Life	John Horton Conway
Lars Onsager	Richard Feynman
Fermat's principle	Christiaan Huygens
Fermat's principle	Christiaan Huygens
Fermat's principle	Augustin-Jean Fresnel
Radionuclide	Technetium-99m
Radionuclide	Technetium-99m
Josiah Willard Gibbs	Hermann von Helmholtz
Josiah Willard Gibbs	Dot product
Josiah Willard Gibbs	Chemical potential
Josiah Willard Gibbs	Henri Poincaré
Josiah Willard Gibbs	Gauge fixing
Josiah Willard Gibbs	Richard Feynman
Josiah Willard Gibbs	Electromagnetism
Complex system	Conway's Game of Life
Complex system	Conway's Game of Life
Complex system	Henri Poincaré
August Ferdinand Möbius	Möbius plane
Collatz conjecture	Orbit (dynamics)
Collatz conjecture	John Horton Conway
Human skin color	Single-nucleotide polymorphism
Cauchy–Schwarz inequality	Inequality (mathematics)
Cauchy–Schwarz inequality	Pointwise product
George Boole	Stephen Wolfram
Genus	World Register of Marine Species
Genus	Johann Friedrich Blumenbach
Cyclic redundancy check	Hamming distance
Cyclic redundancy check	Hamming code
Cyclic redundancy check	Hamming distance
Cyclic redundancy check	Hamming distance
Cosmological constant	Erwin Schrödinger
Cosmological constant	Unruh effect
Accelerating expansion of the universe	Expansion of the universe
Dirac equation	Wolfgang Pauli
Dirac equation	Wolfgang Pauli
Dirac equation	Erwin Schrödinger
Dirac equation	Pauli matrices
Dirac equation	Wolfgang Pauli
Dirac equation	Pauli matrices
Dirac equation	Dirac sea
Dirac equation	Einstein–Maxwell–Dirac equations
Dirac equation	Rarita–Schwinger equation
Simplex	Henri Poincaré
Simplex	Interior (topology)
3-sphere	Henri Poincaré
3-sphere	Lie group
3-sphere	Lie group
3-sphere	Hopf fibration
3-sphere	Lie group
3-sphere	Pauli matrices
3-sphere	Pauli matrices
Bacterial growth	Mutation
Bacterial growth	DNA damage (naturally occurring)
Stephen Smale	Raoul Bott
Stephen Smale	Geometric mechanics
Plasma stability	Magnetorotational instability
Gill	Aristotle
Convex hull	Interior (topology)
Convex hull	Differentiable curve
Convex hull	Hausdorff dimension
Convex hull	Developable surface
Haar measure	Lie group
Coherence length	Superconducting coherence length
Dielectric	Ferroelectricity
Diffraction grating	Richard Feynman
Diffraction grating	X-ray crystallography
Distortion	Integer
Distortion	Mixing (physics)
Gel	Gel electrophoresis
Group delay and phase delay	Sine wave
Group delay and phase delay	Derivative
Group delay and phase delay	Sine wave
Hamming code	Hamming(7,4)
Hamming code	Hamming distance
Hamming code	Hamming(7,4)
Hamming code	Hamming(7,4)
Hamming code	Hamming distance
Hamming distance	Hamming space
Hamming distance	Hamming code
